Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0.33028117,0.76320004,14/02/2018 11:28:00,-0.5687207,-0.6760476,0.73142487,0.76161236,0.90638006,0.8483558,0.0,0.8479932,0.86485785,0.9166621,0.0,0.91532004,0.91783303,0.89404047,0.005979853,-0.6142571,-0.5384913,-0.59424084,-0.6259256,-0.60820025,-0.5849782,-0.49859938,-0.5811807,0.14275807,0.17805067,0.2339552,0.32588497,0.30149913,-0.586258,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.06841358,0.5705408,0.0,0.90675235,0.8984263,0.90547585,0.9468145,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.89999396,0.8479932,0.91532004,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76161236,0.73142487,0.90638006,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 11:28:00,-0.5576284,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.8514235,-0.0021371013,-0.604315,-0.5303439,-0.58686984,-0.6375449,-0.6025692,-0.5681093,-0.49268347,-0.57461756,1.6576321,0.20280866,0.26278603,0.3585776,0.3331718,-0.6602787,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07190619,0.534838,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 11:28:00,-0.5593489,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.8584084,-0.0009012822,-0.605857,-0.5288288,-0.5864452,-0.6375449,-0.6048513,-0.5749456,-0.48463443,-0.5741789,-0.4933216,0.19562213,0.2544173,0.34543225,0.3216128,-0.6602787,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07137443,0.5402738,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 11:28:02,-0.55748945,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.8508616,-0.0022365316,-0.6041904,-0.527524,-0.5849506,-0.6259256,-0.60348797,-0.5708616,-0.48429316,-0.5729135,0.033954963,0.20032102,0.25988916,0.35580364,0.33032024,-0.586258,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07194897,0.5344007,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8606901,-1.3102726,14/02/2018 10:58:06,0.24776259,1.0392137,-1.2930449,-1.178035,-1.2270503,-1.2316694,0.0,-1.230278,-1.2337763,-1.2151151,0.0,-1.2211212,-1.213588,-1.216796,-0.24628723,0.35356703,-0.18069884,-0.001568812,0.4081877,0.3774604,0.18016082,-0.31206352,0.006767706,-0.9620119,-0.7553691,-0.8530172,-0.9024407,-0.8898924,-0.6602787,0.0,0.0,0.0,0.0,-1.2876467,-1.2962005,-0.10709553,-1.0747093,0.0,-1.2389463,-1.2378187,-1.2374743,-1.1629484,0.0,0.0,0.0,-1.3102726,0.0,0.0,0.0,0.0,-1.3041778,-1.2371844,-1.230278,-1.2211212,0.0,0.0,0.0,0.0,0.0,0.0,1.0392137,-1.178035,-1.2930449,-1.2270503,-1.3100688,-0.65425515,-1.1497017,-1.3102726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 11:48:16,-0.5558865,-0.6760476,0.73142487,0.77050984,0.90886366,0.8578972,0.0,0.8575266,0.8744847,0.9191438,0.0,0.91780716,0.9203143,0.84598875,-0.0033798264,-0.6027537,-0.5431685,-0.59340864,-0.21925186,-0.6066591,-0.5803614,-0.49911135,-0.58001655,0.87090194,0.22353904,0.28692672,0.30734316,0.30837342,2.0044649,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07244093,0.5293718,0.0,0.90925026,0.90337515,0.9091936,0.9541411,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.90494496,0.8575266,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.77050984,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.7343135,0.76320004,14/02/2018 12:28:44,-0.46217877,0.46745992,1.7436597,3.012671,-0.03987951,1.2347825,0.0,1.463848,0.7753125,-0.7634463,0.0,-0.42855707,-0.7747822,0.69126374,0.11648303,-0.73624444,-0.59867966,-0.44860348,-0.23087111,-0.3988953,-0.61810935,-0.54169565,-0.42609513,-0.4933216,1.022626,0.38927373,0.37212408,0.7428797,1.9304441,0.0,0.0,0.0,0.0,1.8273469,1.6204666,-0.008229471,0.95971715,0.0,0.05246952,0.32381216,-0.0984609,-0.5669197,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.25411457,1.463848,-0.42855707,0.0,0.0,0.0,0.0,0.0,0.0,0.46745992,3.012671,1.7436597,-0.03987951,0.76243085,3.5421572,4.036626,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:04:44,-0.55561936,-0.6760476,0.73142487,0.7393687,0.90638006,0.8245023,0.0,0.82416,0.840791,0.9166621,0.0,0.91532004,0.91783303,0.8322079,-0.0035696824,-0.60251427,-0.5320401,-0.58653015,-0.33544436,-0.60367566,-0.5714239,-0.48500422,-0.5732847,0.05906337,0.2085342,0.26945347,0.3353625,0.32054347,1.2642583,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07252262,0.52853674,0.0,0.90675235,0.89017826,0.90141577,0.9388279,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.8917424,0.82416,0.91532004,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.7393687,0.73142487,0.90638006,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:04:45,-0.5648309,-0.6760476,0.73142487,0.76161236,0.90638006,0.8483558,0.0,0.8479932,0.86485785,0.9166621,0.0,0.91532004,0.91783303,0.8777478,0.0030927525,-0.61077064,-0.53925115,-0.59289914,-0.3703021,-0.6048513,-0.5749456,-0.5105165,-0.58185554,3.314787,0.1940032,0.25253204,0.3537356,0.32629752,1.0421963,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.06965585,0.55784184,0.0,0.90675235,0.8984263,0.90547585,0.9468145,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.89999396,0.8479932,0.91532004,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76161236,0.73142487,0.90638006,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:04:45,-0.5532791,-0.6760476,0.73142487,0.76161236,0.90638006,0.8483558,0.0,0.8479932,0.86485785,0.9166621,0.0,0.91532004,0.91783303,0.83081156,-0.0052244365,-0.60041666,-0.5235923,-0.58208036,-0.35868287,-0.6010874,-0.5636701,-0.47834885,-0.5691005,0.17623594,0.20683628,0.2674762,0.36504596,0.3390786,1.1162169,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07323462,0.5212583,0.0,0.90675235,0.8984263,0.90547585,0.9468145,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.89999396,0.8479932,0.91532004,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76161236,0.73142487,0.90638006,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:04:47,-0.5452537,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.80253696,-0.0107865,-0.59322345,-0.5176259,-0.571907,-0.38192135,-0.5939548,-0.5423028,-0.46395725,-0.5587412,1.0801387,0.21283822,0.27446553,0.3735412,0.34712407,0.9681756,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.07562792,0.4967932,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:04:47,-0.5690947,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.89888287,0.0062597916,-0.6145923,-0.5385305,-0.5936464,-0.28896737,-0.6090992,-0.5876713,-0.5004481,-0.5824967,0.033954963,0.1797486,0.23593247,0.32876408,0.3040961,1.5603409,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.0682931,0.5717722,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:04:47,-0.56716055,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.890725,0.004816451,-0.6128587,-0.53722113,-0.59306896,-0.32382512,-0.60677767,-0.58071655,-0.500249,-0.5804552,0.9880745,0.18251264,0.23915124,0.339405,0.31214157,1.3382789,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.06891417,0.56542367,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 01:32:12,-0.5658675,-0.6760476,0.73142487,0.76606107,0.90886366,0.8531265,0.0,0.85276,0.8696712,0.9191438,0.0,0.91780716,0.9203143,0.8853065,0.0038577472,-0.6116997,-0.5358916,-0.589893,-0.3703021,-0.60903996,-0.5874937,-0.4984572,-0.58185554,-0.23386806,0.18969917,0.24751997,0.33615816,0.31310904,1.0421963,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.069326684,0.56120664,0.0,0.90925026,0.90172553,0.90837353,0.952524,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.9032947,0.85276,0.91780716,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76606107,0.73142487,0.90886366,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8606901,-1.3102726,14/02/2018 01:01:59,-1.0626822,-1.2478014,-1.2930449,-1.178035,-1.2270503,-1.2316694,0.0,-1.230278,-1.2337763,-1.2151151,0.0,-1.2211212,-1.213588,-1.216796,8.390195,-1.0296518,-1.0107569,-0.9778235,5.9970474,-0.8339833,-1.2444644,-1.1522492,-0.96304005,3.0637028,-0.7553691,-0.8530172,-0.9024407,-0.8898924,-0.6602787,0.0,0.0,0.0,0.0,-1.2876467,-1.2962005,8.563958,-1.0747093,0.0,-1.2389463,-1.2378187,-1.2374743,-1.1629484,0.0,0.0,0.0,-1.3102726,0.0,0.0,0.0,0.0,-1.3041778,-1.2371844,-1.230278,-1.2211212,0.0,0.0,0.0,0.0,0.0,0.0,-1.2478014,-1.178035,-1.2930449,-1.2270503,-1.3100688,-0.65425515,-1.1497017,-1.3102726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8606901,-1.3102726,14/02/2018 12:21:01,0.36821803,1.0392137,-1.2930449,-1.178035,-1.2270503,-1.2316694,0.0,-1.230278,-1.2337763,-1.2151151,0.0,-1.2211212,-1.213588,-1.216796,-0.25649506,0.4831249,0.017005466,0.20285006,-0.12629785,0.48881572,0.31359702,-0.11194697,0.20983665,-1.3470075,-0.7553691,-0.8530172,-0.9024407,-0.8898924,-0.6602787,0.0,0.0,0.0,0.0,-1.2876467,-1.2962005,-0.11734423,-1.0747093,0.0,-1.2389463,-1.2378187,-1.2374743,-1.1629484,0.0,0.0,0.0,-1.3102726,0.0,0.0,0.0,0.0,-1.3041778,-1.2371844,-1.230278,-1.2211212,0.0,0.0,0.0,0.0,0.0,0.0,1.0392137,-1.178035,-1.2930449,-1.2270503,-1.3100688,-0.65425515,-1.1497017,-1.3102726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.33028117,0.76320004,14/02/2018 08:39:26,-0.5690734,-0.6760476,0.73142487,0.76161236,0.90638006,0.8483558,0.0,0.8479932,0.86485785,0.9166621,0.0,0.91532004,0.91783303,0.89553005,0.006243805,-0.6145732,-0.53812844,-0.594139,-0.23087111,-0.60877323,-0.58669466,-0.49734795,-0.58129877,-0.2840849,0.1765107,0.23216191,0.32237846,0.29859665,2.5966299,0.0,0.0,0.0,0.0,0.71484923,0.73662806,-0.0683,0.5717019,0.0,0.90675235,0.8984263,0.90547585,0.9468145,0.0,0.0,0.0,0.7632,0.0,0.0,0.0,0.0,0.7667666,0.89999396,0.8479932,0.91532004,0.0,0.0,0.0,0.0,0.0,0.0,-0.6760476,0.76161236,0.73142487,0.90638006,0.76243085,-0.10838038,0.57907426,0.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
